month,transferred,business_unit_l3,internal_categorization_l2,company,is_stream,original_currency,new_sector_group,id,po_purchasing_group,original_amount,base_currency,category,business_unit_l4,indigenous_flag,cost_type,data_source,spendanalysis_id,subcategory,internal_categorization_l3,normalized_vendor_name,new_sector,diversity_designation,internal_categorization_l1,simple_vendor_name,company_group_system,spend_amount_attribute,vendor_number,social_enterprise_flag,commercial_status_group,date,gdw_subcat,amount,original_vendor_name,business_unit_l2,business_unit,gdw_cat,is_diverse,minority_indicator,commercial_status,channel_type,transaction_description,po_number,vendor_country,company_group,business_unit_l5,is_preferred,is_managed,impactable,include_in_savings,lost_savings_rate,compliance_status,Extra_1,Extra_2,Extra_3,Extra_4,Extra_5,Extra_6
12,0,Infra Serv - Rig & Well Services,TBC,7045,NULL,AUD,NULL,4139616,NULL,699.2000122,AUD,DIRECT,NULL,NULL,NULL,AP Data,9654,SUBCONTRACTOR - FACILITIES MANAGEMENT,TBC,SULLAIR AUSTRALIA PTY LTD,Infrastructure Services,NULL,TBC,SULLAIR AUSTRALIA PTY LTD,SAP & Others,100k to 350k,68006732332,NULL,NULL,31-12-2023,N/A,476.2942779,SULLAIR AUSTRALIA PTY LTD,Minerals - BHP Olympic Dam,NULL,N/A,NULL,NULL,NULL,NULL,"THERMO,210F,W/2,1/4\HOSES","02250142-939"",4807557640,NULL,NULL,NULL,0,0,1,1,15,unmanaged,NULL,NULL,NULL,NULL,NULL",,,,,,,,,,,,,,,
10,0,Infra Serv - Rig & Well Services,TBC,7045,NULL,AUD,NULL,4151218,NULL,490.7799988,AUD,DIRECT,NULL,NULL,NULL,AP Data,9654,SUBCONTRACTOR - FACILITIES MANAGEMENT,TBC,SULLAIR AUSTRALIA PTY LTD,Infrastructure Services,NULL,TBC,SULLAIR AUSTRALIA PTY LTD,SAP & Others,100k to 350k,68006732332,NULL,NULL,31-10-2023,N/A,311.0038902,SULLAIR AUSTRALIA PTY LTD,Minerals - BHP Coal,NULL,N/A,NULL,NULL,NULL,NULL,"ELEMENT,FILTER,2\",HIGH,PRESS,"250031-850"",4807320338,NULL,NULL,NULL,0,0,1,1,15,unmanaged,NULL,NULL,NULL",,,,,,,,,,,,,
11,0,Telco - Fixed Network,TELCO & WIRELESS,7025,NULL,AUD,NULL,4101075,NULL,42.09000015,AUD,DIRECT,NULL,NULL,NULL,AP Data,9654,SUBCONTRACTOR - NETWORK DESIGN AND BUILD,OTHER WORKS ON OPTICAL FIBRE CABLE,WARREN AND BROWN,Telecommunications,NULL,CONSTRUCTION,WARREN AND BROWN,SAP & Others,Over 350k,15967688916,NULL,NULL,30-11-2023,N/A,27.80466053,WARREN & BROWN,Telstra TELEPOWER,NULL,N/A,NULL,NULL,NULL,NULL,"KIT,19-21\ ADAPTOR BLACK 1RU"," WARREN AND"",4700836036,NULL,NULL,NULL,0,0,1,1,15,unmanaged,NULL,NULL,NULL,NULL,NULL",,,,,,,,,,,,,,,
1,0,Telco - Operations & Services,NULL,7025,NULL,AUD,NULL,3148268,NULL,15.09000015,AUD,DIRECT,NULL,NULL,NULL,AP Data,8508,SUBCONTRACTOR - NETWORK DESIGN AND BUILD,NULL,WARREN AND BROWN,Telecommunications,NULL,NULL,WARREN AND BROWN,SAP & Others,Over 350k,15967688916,NULL,NULL,31-01-2023,N/A,10.63995561,WARREN & BROWN,Telstra FDC,NULL,N/A,NULL,NULL,NULL,NULL,"KIT,19-21\ ADAPTOR BLACK 1RU"," WARREN AND"",4700670054,NULL,NULL,NULL,0,0,1,1,15,unmanaged,NULL,NULL,NULL,NULL,NULL",,,,,,,,,,,,,,,
8,0,Infra Serv - Rig & Well Services,ROAD FREIGHT,7045,NULL,AUD,NULL,3796139,NULL,3360,AUD,TRANSPORTATION & LOGISTICS,NULL,NULL,NULL,AP Data,9199,TRANSPORTATION MANAGEMENT,ROAD FREIGHT,WHW INTERSTATE HAULAGE P L,Infrastructure Services,NULL,SUPPLY CHAIN,WHW INTERSTATE HAULAGE P L,SAP & Others,Over 350k,81160428777,NULL,NULL,31-08-2023,CUSTOMS BROKERAGE,2179.401028,WHW INTERSTATE HAULAGE P/L,Minerals - BHP Olympic Dam,NULL,TRANSPORTATION & LOGISTICS,NULL,NULL,NULL,NULL,"FREIGHT,T-PEICE,8\DCU",HOSE,"WA-OD"",4807242619,NULL,NULL,NULL,0,0,1,1,15,unmanaged,NULL,NULL,NULL,NULL",,,,,,,,,,,,,,
8,0,Telco - Fixed Network,NULL,7025,NULL,AUD,NULL,3716163,NULL,30.18000031,AUD,DIRECT,NULL,NULL,NULL,AP Data,9199,SUBCONTRACTOR - NETWORK DESIGN AND BUILD,NULL,WARREN AND BROWN,Telecommunications,NULL,NULL,WARREN AND BROWN,SAP & Others,Over 350k,15967688916,NULL,NULL,31-08-2023,N/A,19.57569138,WARREN & BROWN,Telstra TELEPOWER,NULL,N/A,NULL,NULL,NULL,NULL,"KIT,19-21\ ADAPTOR BLACK 1RU"," WARREN AND"",4700770650,NULL,NULL,NULL,0,0,1,1,15,unmanaged,NULL,NULL,NULL,NULL,NULL",,,,,,,,,,,,,,,
4,0,Infra Serv - Rig & Well Services,BUILDING,7045,NULL,AUD,NULL,3424435,NULL,630,AUD,DIRECT,NULL,NULL,NULL,AP Data,8789,BUILDING / INFRASTRUCTURE MATERIALS,TBC,HARD METAL INDUSTRIES P L,Infrastructure Services,NULL,FACILITIES MANAGEMENT,HARD METAL INDUSTRIES P L,SAP & Others,100k to 350k,12086588490,NULL,NULL,30-04-2023,N/A,416.4394428,HARD METAL INDUSTRIES P/L,Minerals - BHP Coal,NULL,N/A,NULL,NULL,NULL,NULL,"SUB,80MM,OD,MTS,BOX,2-3/8\",REG,"BOX"",4806835926,NULL,NULL,NULL,0,0,1,1,15,unmanaged,NULL,NULL,NULL,NULL",,,,,,,,,,,,,,
9,0,Infra Serv - Resources & Industrial Services,BUILDING,7020,NULL,AUD,NULL,3797429,NULL,112,AUD,DIRECT,NULL,NULL,NULL,AP Data,9199,SUBCONTRACTOR - ENGINEERING AND CAPITAL WORKS,TBC,CAMAN ENGINEERING,Infrastructure Services,NULL,FACILITIES MANAGEMENT,CAMAN ENGINEERING,SAP & Others,Under 100k,84002732229,NULL,NULL,30-09-2023,N/A,71.99350002,CAMAN ENGINEERING,Botany Indust Park,NULL,N/A,NULL,NULL,NULL,NULL,"TABLE \E\ """,150 NB ,"CARBON FLANGES"",4700802524,NULL,NULL,NULL,0,0,1,1,15,unmanaged,NULL,NULL,NULL,NULL",,,,,,,,,,,,,,
9,0,Telco - Fixed Network,NULL,7025,NULL,AUD,NULL,3837084,NULL,60.36000061,AUD,DIRECT,NULL,NULL,NULL,AP Data,9199,SUBCONTRACTOR - NETWORK DESIGN AND BUILD,NULL,WARREN AND BROWN,Telecommunications,NULL,NULL,WARREN AND BROWN,SAP & Others,Over 350k,15967688916,NULL,NULL,30-09-2023,N/A,38.79935412,WARREN & BROWN,Telstra TELEPOWER,NULL,N/A,NULL,NULL,NULL,NULL,"KIT,19-21\ ADAPTOR BLACK 1RU"," WARREN AND"",4700795174,NULL,NULL,NULL,0,0,1,1,15,unmanaged,NULL,NULL,NULL,NULL,NULL",,,,,,,,,,,,,,,
7,0,"People, Culture and Safety",LEASING,7020,NULL,AUD,NULL,3859558,NULL,575,AUD,FACILITIES MANAGEMENT & MAINTENANCE,NULL,NULL,NULL,AP Data,9199,FACILITY / PROPERTY RENT,LEASING,BANNERMAN BROS PTY LTDT AS KWIK KOPY PRINTING CENTRE,Corporate Services,NULL,REAL ESTATE,BANNERMAN BROS PTY LTD,SAP & Others,Under 100k,14089821134,NULL,NULL,31-07-2023,FACILITY / PROPERTY RENT,386.1641742,BANNERMAN BROS PTY LTD,People & Culture,NULL,REAL ESTATE & FACILITIES,NULL,NULL,NULL,NULL,"100 BUSINESS CARDS \HAVE YOU SAY\"", 50 X""""",4700783503,NULL,NULL,NULL,0,0,1,1,15,unmanaged,NULL,NULL,NULL,NULL,NULL,
11,0,Telco - Fixed Network,TELCO & WIRELESS,7025,NULL,AUD,NULL,4223356,NULL,15.09000015,AUD,DIRECT,NULL,NULL,NULL,AP Data,9654,SUBCONTRACTOR - NETWORK DESIGN AND BUILD,OTHER WORKS ON OPTICAL FIBRE CABLE,WARREN AND BROWN,Telecommunications,NULL,CONSTRUCTION,WARREN AND BROWN,SAP & Others,Over 350k,15967688916,NULL,NULL,30-11-2023,N/A,9.96845634,WARREN & BROWN,Telstra TELEPOWER,NULL,N/A,NULL,NULL,NULL,NULL,"KIT,19-21\ ADAPTOR BLACK 1RU"," WARREN AND"",4700828271,NULL,NULL,NULL,0,0,1,1,15,unmanaged,NULL,NULL,NULL,NULL,NULL",,,,,,,,,,,,,,,
1,0,Infra Serv - Rig & Well Services,NULL,7045,NULL,AUD,NULL,3268263,NULL,3932,AUD,UNCATEGORIZED,NULL,NULL,NULL,AP Data,8508,UNCATEGORIZED,NULL,OKEEFE MINING AND DRILLING SERVICES,Infrastructure Services,NULL,NULL,OKEEFE MINING AND DRILLING SERVICES,SAP & Others,Under 100k,34061733695,NULL,NULL,31-01-2023,UNCATEGORIZED,2772.452316,O'KEEFE MINING & DRILLING SERVICES,Minerals - BHP Olympic Dam,NULL,UNCATEGORIZED,NULL,NULL,NULL,NULL,"SUB,SAVER,2-7/8\IF",BOX/PIN,150MM,"SH/SH"",4806615950,NULL,NULL,NULL,0,0,1,1,15,unmanaged,NULL,NULL,NULL",,,,,,,,,,,,,
10,0,Telco - Fixed Network,TELCO & WIRELESS,7025,NULL,AUD,NULL,3986934,NULL,42.09000015,AUD,DIRECT,NULL,NULL,NULL,AP Data,9654,SUBCONTRACTOR - NETWORK DESIGN AND BUILD,OTHER WORKS ON OPTICAL FIBRE CABLE,WARREN AND BROWN,Telecommunications,NULL,CONSTRUCTION,WARREN AND BROWN,SAP & Others,Over 350k,15967688916,NULL,NULL,31-10-2023,N/A,26.67214178,WARREN & BROWN,Telstra TELEPOWER,NULL,N/A,NULL,NULL,NULL,NULL,"KIT,19-21\ ADAPTOR BLACK 1RU"," WARREN AND"",4700806449,NULL,NULL,NULL,0,0,1,1,15,unmanaged,NULL,NULL,NULL,NULL,NULL",,,,,,,,,,,,,,,
7,0,"People, Culture and Safety",LEASING,7020,NULL,AUD,NULL,3734050,NULL,760,AUD,FACILITIES MANAGEMENT & MAINTENANCE,NULL,NULL,NULL,AP Data,9199,FACILITY / PROPERTY RENT,LEASING,BANNERMAN BROS PTY LTDT AS KWIK KOPY PRINTING CENTRE,Corporate Services,NULL,REAL ESTATE,BANNERMAN BROS PTY LTD,SAP & Others,Under 100k,14089821134,NULL,NULL,31-07-2023,FACILITY / PROPERTY RENT,510.4082998,BANNERMAN BROS PTY LTD,People & Culture,NULL,REAL ESTATE & FACILITIES,NULL,NULL,NULL,NULL,"BUSINESS CARDS \HAVE YOU SAY\"", 50 X 85 W""""",4700782575,NULL,NULL,NULL,0,0,1,1,15,unmanaged,NULL,NULL,NULL,NULL,NULL,
6,0,Telco - Operations & Services,NULL,7025,NULL,AUD,NULL,3387497,NULL,15.09000015,AUD,DIRECT,NULL,NULL,NULL,AP Data,8789,SUBCONTRACTOR - NETWORK DESIGN AND BUILD,NULL,WARREN AND BROWN,Telecommunications,NULL,NULL,WARREN AND BROWN,SAP & Others,Over 350k,15967688916,NULL,NULL,30-06-2023,N/A,10.05430256,WARREN & BROWN,Telstra FDC,NULL,N/A,NULL,NULL,NULL,NULL,"KIT,19-21\ ADAPTOR BLACK 1RU"," WARREN AND"",4700745414,NULL,NULL,NULL,0,0,1,1,15,unmanaged,NULL,NULL,NULL,NULL,NULL",,,,,,,,,,,,,,,
8,0,"People, Culture and Safety",LEASING,7020,NULL,AUD,NULL,3985753,NULL,2315,AUD,FACILITIES MANAGEMENT & MAINTENANCE,NULL,NULL,NULL,AP Data,9199,FACILITY / PROPERTY RENT,LEASING,BANNERMAN BROS PTY LTDT AS KWIK KOPY PRINTING CENTRE,Corporate Services,NULL,REAL ESTATE,BANNERMAN BROS PTY LTD,SAP & Others,Under 100k,14089821134,NULL,NULL,31-08-2023,FACILITY / PROPERTY RENT,1501.581363,BANNERMAN BROS PTY LTD,People & Culture,NULL,REAL ESTATE & FACILITIES,NULL,NULL,NULL,NULL,"600 BUSINESS CARDS \HAVE YOU SAY\"", 50 X""""",4700788572,NULL,NULL,NULL,0,0,1,1,15,unmanaged,NULL,NULL,NULL,NULL,NULL,
10,0,Telco - Fixed Network,TELCO & WIRELESS,7025,NULL,AUD,NULL,4203244,NULL,30.18000031,AUD,DIRECT,NULL,NULL,NULL,AP Data,9654,SUBCONTRACTOR - NETWORK DESIGN AND BUILD,OTHER WORKS ON OPTICAL FIBRE CABLE,WARREN AND BROWN,Telecommunications,NULL,CONSTRUCTION,WARREN AND BROWN,SAP & Others,Over 350k,15967688916,NULL,NULL,31-10-2023,N/A,19.12485718,WARREN & BROWN,Telstra TELEPOWER,NULL,N/A,NULL,NULL,NULL,NULL,"KIT,19-21\ ADAPTOR BLACK 1RU"," WARREN AND"",4700813377,NULL,NULL,NULL,0,0,1,1,15,unmanaged,NULL,NULL,NULL,NULL,NULL",,,,,,,,,,,,,,,
4,0,Telco - Operations & Services,NULL,7025,NULL,AUD,NULL,3639569,NULL,218.5800018,AUD,DIRECT,NULL,NULL,NULL,AP Data,8789,SUBCONTRACTOR - NETWORK DESIGN AND BUILD,NULL,WARREN AND BROWN,Telecommunications,NULL,NULL,WARREN AND BROWN,SAP & Others,Over 350k,15967688916,NULL,NULL,30-04-2023,N/A,144.4846562,WARREN & BROWN,Telstra FDC,NULL,N/A,NULL,NULL,NULL,NULL,"KIT,19-21\ ADAPTOR BLACK 1RU"," WARREN AND"",4700717353,NULL,NULL,NULL,0,0,1,1,15,unmanaged,NULL,NULL,NULL,NULL,NULL",,,,,,,,,,,,,,,
9,0,Telco - Fixed Network,NULL,7025,NULL,AUD,NULL,3660463,NULL,30.18000031,AUD,DIRECT,NULL,NULL,NULL,AP Data,9199,SUBCONTRACTOR - NETWORK DESIGN AND BUILD,NULL,WARREN AND BROWN,Telecommunications,NULL,NULL,WARREN AND BROWN,SAP & Others,Over 350k,15967688916,NULL,NULL,30-09-2023,N/A,19.39967706,WARREN & BROWN,Telstra TELEPOWER,NULL,N/A,NULL,NULL,NULL,NULL,"KIT,19-21\ ADAPTOR BLACK 1RU"," WARREN AND"",4700796590,NULL,NULL,NULL,0,0,1,1,15,unmanaged,NULL,NULL,NULL,NULL,NULL",,,,,,,,,,,,,,,
6,0,Infra Serv - Rig & Well Services,BUILDING,7045,NULL,AUD,NULL,3476619,NULL,31.07999992,AUD,UNCATEGORIZED,NULL,NULL,NULL,AP Data,8789,UNCATEGORIZED,TBC,DAHLENBURG INVESTMENTS AUSTRALIA,Infrastructure Services,NULL,FACILITIES MANAGEMENT,DAHLENBURG INVESTMENTS AUSTRALIA,SAP & Others,Under 100k,51668182835,NULL,NULL,30-06-2023,UNCATEGORIZED,20.70826532,DAHLENBURG INVESTMENTS AUSTRALIA,Minerals - BHP Coal,NULL,UNCATEGORIZED,NULL,NULL,NULL,NULL,"WIPER,TRIDON,REFILL,40\",BOXED,"TTR40-10"",4806814770,NULL,NULL,NULL,0,0,1,1,15,unmanaged,NULL,NULL,NULL,NULL",,,,,,,,,,,,,,
5,0,Infra Serv - Rig & Well Services,BUILDING,7045,NULL,AUD,NULL,3390096,NULL,3027.449951,AUD,FACILITIES MANAGEMENT & MAINTENANCE,NULL,NULL,NULL,AP Data,8789,BUILDING CONSTRUCTION & REPAIR,TBC,HITACHI CONSTRUCTION MACHINERY PTY LTD,Infrastructure Services,NULL,FACILITIES MANAGEMENT,HITACHI CONSTRUCTION MACHINERY,SAP & Others,Under 100k,62000080179,NULL,NULL,31-05-2023,BUILDING CONSTRUCTION,1969.702194,HITACHI CONSTRUCTION MACHINERY,Minerals - BHP Olympic Dam,NULL,CONSTRUCTION & EQUIPMENT,NULL,NULL,NULL,NULL,"KIT,SEP,ELEM-VTN,\O\DC""","250028-244"",4806450110,NULL,NULL,NULL,0,0,1,1,15,unmanaged,NULL,NULL,NULL,NULL,NULL",,,,,,,,,,,,,,,
11,0,Telco - Fixed Network,TELCO & WIRELESS,7025,NULL,AUD,NULL,4129985,NULL,15.09000015,AUD,DIRECT,NULL,NULL,NULL,AP Data,9654,SUBCONTRACTOR - NETWORK DESIGN AND BUILD,OTHER WORKS ON OPTICAL FIBRE CABLE,WARREN AND BROWN,Telecommunications,NULL,CONSTRUCTION,WARREN AND BROWN,SAP & Others,Over 350k,15967688916,NULL,NULL,30-11-2023,N/A,9.96845634,WARREN & BROWN,Telstra TELEPOWER,NULL,N/A,NULL,NULL,NULL,NULL,"KIT,19-21\ ADAPTOR BLACK 1RU"," WARREN AND"",4700829109,NULL,NULL,NULL,0,0,1,1,15,unmanaged,NULL,NULL,NULL,NULL,NULL",,,,,,,,,,,,,,,
2,0,Infra Serv - Electricity & Gas,NULL,7200,NULL,NZD,NULL,3301462,NULL,9751.959961,NZD,UNCATEGORIZED,NULL,NULL,NULL,AP Data,8508,UNCATEGORIZED,NULL,C S SOUTH ISLAND LTD,Infrastructure Services,NULL,NULL,C S SOUTH ISLAND LTD,SAP & Others,Under 100k,52795931,NULL,NULL,28-02-2023,UNCATEGORIZED,6032.758408,C S SOUTH ISLAND LIMITED,E&G NZ South,NULL,UNCATEGORIZED,NULL,NULL,NULL,NULL,TOWER H \PRICING SCHEDULE 2.21 SUPPLY," I"",4700561192,NULL,NULL,NULL,0,0,1,1,15,unmanaged,NULL,NULL,NULL,NULL,NULL",,,,,,,,,,,,,,,
5,0,Infra Serv - Electricity & Gas,NULL,7200,NULL,NZD,NULL,3455232,NULL,8079.490234,NZD,UNCATEGORIZED,NULL,NULL,NULL,AP Data,8789,UNCATEGORIZED,NULL,C S SOUTH ISLAND LTD,Infrastructure Services,NULL,NULL,C S SOUTH ISLAND LTD,SAP & Others,Under 100k,52795931,NULL,NULL,31-05-2023,UNCATEGORIZED,4866.558728,C S SOUTH ISLAND LIMITED,E&G NZ South,NULL,UNCATEGORIZED,NULL,NULL,NULL,NULL,TOWER H \PRICING SCHEDULE 2.21 SUPPLY," I"",4700561192,NULL,NULL,NULL,0,0,1,1,15,unmanaged,NULL,NULL,NULL,NULL,NULL",,,,,,,,,,,,,,,
11,0,Telco - Fixed Network,TELCO & WIRELESS,7025,NULL,AUD,NULL,4208053,NULL,124.3799973,AUD,DIRECT,NULL,NULL,NULL,AP Data,9654,SUBCONTRACTOR - NETWORK DESIGN AND BUILD,OTHER WORKS ON OPTICAL FIBRE CABLE,WARREN AND BROWN,Telecommunications,NULL,CONSTRUCTION,WARREN AND BROWN,SAP & Others,Over 350k,15967688916,NULL,NULL,30-11-2023,N/A,82.16544731,WARREN & BROWN,Telstra TELEPOWER,NULL,N/A,NULL,NULL,NULL,NULL,"KIT,19-21\ ADAPTOR BLACK 1RU"," WARREN AND"",4700825791,NULL,NULL,NULL,0,0,1,1,15,unmanaged,NULL,NULL,NULL,NULL,NULL",,,,,,,,,,,,,,,
2,0,Infra Serv - Rig & Well Services,NULL,7045,NULL,AUD,NULL,3096699,NULL,13500,AUD,UNCATEGORIZED,NULL,NULL,NULL,AP Data,8508,UNCATEGORIZED,NULL,OKEEFE MINING AND DRILLING SERVICES,Infrastructure Services,NULL,NULL,OKEEFE MINING AND DRILLING SERVICES,SAP & Others,Under 100k,34061733695,NULL,NULL,28-02-2023,UNCATEGORIZED,9085.665714,O'KEEFE MINING & DRILLING SERVICES,Minerals - BHP Olympic Dam,NULL,UNCATEGORIZED,NULL,NULL,NULL,NULL,"TRICONE,8-1/2\",TCI,SEALED,BRG,"IADC627"",4806644614,NULL,NULL,NULL,0,0,1,1,15,unmanaged,NULL,NULL",,,,,,,,,,,,
4,0,Infra Serv - Rig & Well Services,BUILDING,7045,NULL,AUD,NULL,3534560,NULL,979.0599976,AUD,DIRECT,NULL,NULL,NULL,AP Data,8789,SUBCONTRACTOR - FACILITIES MANAGEMENT,TBC,PBS SPECIALTY COATINGS PTY LTD,Infrastructure Services,NULL,FACILITIES MANAGEMENT,PBS SPECIALTY COATINGS PTY LTD,SAP & Others,100k to 350k,33617052249,NULL,NULL,30-04-2023,N/A,647.1733346,PBS SPECIALTY COATINGS PTY LTD,Energy - Santos CSG,NULL,N/A,NULL,NULL,NULL,NULL,"P/COAT,015879,6\",BLOOIE,LINE,"H-STYLE"",4806918539,NULL,NULL,NULL,0,0,1,1,15,unmanaged,NULL,NULL,NULL",,,,,,,,,,,,,
